quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_transition,2,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_transition,2,1,1,0,0,0,0.000274449103635601,0.000528670584432085,0.000528670584432085,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,3.49830908934273e-05,0.000105622725278157,0.000105622725278157,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_transition,2,1,1,0,0,0,0.0108095567249721,0.0149273764868048,0.0149273764868048,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.00217503906806563,0.00325134622949114,0.00325134622949114,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_transition,2,1,1,0,0,0,0.00764145664501223,0.0132843332399437,0.0132843332399437,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.000693595146253821,0.00154341504179651,0.00154341504179651,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_transition,2,1,1,0,0,0,4.73812533305119e-05,7.76171747977736e-05,7.76171747977736e-05,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,1.52002344883562e-05,2.67166680415091e-05,2.67166680415091e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_transition,2,1,1,0,0,0,0.000302481541953229,0.000518400457541674,0.000518400457541674,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,5.84895181349118e-05,8.89029850707643e-05,8.89029850707643e-05,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_transition,2,0.5,1,0,0.5,0,0.0608948901109606,0.0977409515421208,0.0977409515421208,1,1,1
combined_int14,gap_bin_reliable,4,1,1,0,0,0,0.0172087300045016,0.0227530941346259,0.0227530941346259,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_transition,2,1,1,0,0,0,0.000302341276582445,0.000518123771822521,0.000518123771822521,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,3.8804947077055e-05,7.6147327673019e-05,7.6147327673019e-05,1,1,1
