quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,1,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_transition,5,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,1,1,1,0,0,0,0.00258165517716388,0.00258165517716388,0.00258165517716388,1,1,1
float32_all,gap_bin_transition,5,1,1,0,0,0,0.00010144137453519,0.000186262230360842,0.000186262230360842,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,2.4109786751659e-05,3.72856188396136e-05,3.72856188396136e-05,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,1,1,1,0,0,0,0.141031366693845,0.141031366693845,0.141031366693845,1,1,1
combined_int16,gap_bin_transition,5,0.6,0.8,0.02,0.4,0,0.00677250836990035,0.0108656846921027,0.0108656846921027,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.00379097622743672,0.00584818879702027,0.00584818879702027,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,1,1,1,0,0,0,0.00161538836501582,0.00161538836501582,0.00161538836501582,1,1,1
combined_int18,gap_bin_transition,5,0.8,0.8,0.02,0.2,0,0.00205714504114189,0.00402616121695677,0.00402616121695677,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.000576566489460171,0.000900246976747522,0.000900246976747522,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,1,1,1,0,0,0,0.00060454880541669,0.00060454880541669,0.00060454880541669,1,1,1
combined_int24,gap_bin_transition,5,1,1,0,0,0,2.26735767845859e-05,4.33174712633478e-05,4.33174712633478e-05,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,1.41200808986853e-05,2.22107680197541e-05,2.22107680197541e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,1,1,1,0,0,0,0.00728839124479407,0.00728839124479407,0.00728839124479407,1,1,1
mixed_Z16_G24_Rz24,gap_bin_transition,5,1,1,0,0,0,0.000237782648928176,0.000699816023315333,0.000699816023315333,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,3.17795102990027e-05,4.67296345623234e-05,4.67296345623234e-05,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,1,0,1,0,1,1,1,1,1,1,1,1
combined_int14,gap_bin_transition,5,0,0.8,0.02,1,0,0.0215682379176677,0.0334609472840324,0.0334609472840324,1,1,1
combined_int14,gap_bin_reliable,4,0.75,1,0,0.25,0,0.00959879891080576,0.0187064629894346,0.0187064629894346,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,1,1,1,0,0,0,0.00728839586641741,0.00728839586641741,0.00728839586641741,1,1,1
W_int18_G24_Z16,gap_bin_transition,5,1,1,0,0,0,0.000213564652967199,0.000577693362113159,0.000577693362113159,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,3.06422501953915e-05,4.63780572510543e-05,4.63780572510543e-05,1,1,1
