quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_transition,3,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,7,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_transition,3,1,1,0,0,0,8.64142815020554e-05,0.000106527245280596,0.000106527245280596,1,1,1
float32_all,gap_bin_reliable,7,1,1,0,0,0,7.08377340843547e-05,0.00013143873653865,0.00013143873653865,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_transition,3,1,1,0,0,0,0.00846042405492766,0.0134317791445116,0.0134317791445116,1,1,1
combined_int16,gap_bin_reliable,7,1,1,0,0,0,0.00264703248436653,0.00552843070578856,0.00552843070578856,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_transition,3,1,1,0,0,0,0.000985679520212436,0.00164837297333221,0.00164837297333221,1,1,1
combined_int18,gap_bin_reliable,7,1,1,0,0,0,0.000557568713927356,0.00109148494493843,0.00109148494493843,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_transition,3,1,1,0,0,0,1.18929264698541e-05,2.32980094191451e-05,2.32980094191451e-05,1,1,1
combined_int24,gap_bin_reliable,7,1,1,0,0,0,1.10918616309906e-05,2.08448053051016e-05,2.08448053051016e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_transition,3,1,1,0,0,0,7.96563618160713e-05,0.00012253462710625,0.00012253462710625,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,7,1,1,0,0,0,5.57944200834184e-05,0.000131963469516882,0.000131963469516882,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_transition,3,0.666666666666667,1,0,0.333333333333333,0,0.021980179525513,0.039494405577652,0.039494405577652,1,1,1
combined_int14,gap_bin_reliable,7,0.857142857142857,1,0,0.142857142857143,0,0.0113405869082292,0.0245614444529811,0.0245614444529811,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_transition,3,1,1,0,0,0,7.95233908679965e-05,0.000122729367364912,0.000122729367364912,1,1,1
W_int18_G24_Z16,gap_bin_reliable,7,1,1,0,0,0,6.37792121767703e-05,0.00013206454783657,0.00013206454783657,1,1,1
