quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,2,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_transition,4,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,2,1,1,0,0,0,0.00133973877193129,0.00184081160112414,0.00184081160112414,1,1,1
float32_all,gap_bin_transition,4,1,1,0,0,0,0.000182066929451422,0.000321240997036881,0.000321240997036881,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,3.5600172814943e-05,0.000121130830358661,0.000121130830358661,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,2,1,1,0,0,0,0.049283874907363,0.0812760064182881,0.0812760064182881,1,1,1
combined_int16,gap_bin_transition,4,1,1,0,0,0,0.0436210446684895,0.0553082363014725,0.0553082363014725,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.00293934789424703,0.00492736400553099,0.00492736400553099,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,2,1,1,0,0,0,0.0206090901215375,0.023885461183708,0.023885461183708,1,1,1
combined_int18,gap_bin_transition,4,1,1,0,0,0,0.00186465309838919,0.00293170673110606,0.00293170673110606,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.000715067546144505,0.00171000424463785,0.00171000424463785,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,2,1,1,0,0,0,0.000199156491372297,0.00033224684936032,0.00033224684936032,1,1,1
combined_int24,gap_bin_transition,4,1,1,0,0,0,0.000188034891248711,0.000263423996683508,0.000263423996683508,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,7.75437895291043e-06,1.23228465748849e-05,1.23228465748849e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,2,1,1,0,0,0,0.000198462618325032,0.00033468753124905,0.00033468753124905,1,1,1
mixed_Z16_G24_Rz24,gap_bin_transition,4,1,1,0,0,0,0.000383836177064047,0.000517139484687516,0.000517139484687516,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,4.35278947771783e-05,6.40162114940321e-05,6.40162114940321e-05,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,2,0.5,1,0,0.5,0,0.0491830135413399,0.0811809583635368,0.0811809583635368,1,1,1
combined_int14,gap_bin_transition,4,0.5,1,0,0.5,0,0.144531768171862,0.217152608846559,0.217152608846559,1,1,1
combined_int14,gap_bin_reliable,4,1,1,0,0,0,0.00925611114119373,0.0228173292010201,0.0228173292010201,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,2,1,1,0,0,0,0.000198148042043501,0.000334241191675083,0.000334241191675083,1,1,1
W_int18_G24_Z16,gap_bin_transition,4,1,1,0,0,0,0.000564405122170908,0.000899480731233579,0.000899480731233579,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,4.63483361945866e-05,6.38622332804155e-05,6.38622332804155e-05,1,1,1
