quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_transition,2,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_transition,2,1,1,0,0,0,3.33793779348468e-05,4.29163518475639e-05,4.29163518475639e-05,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,7.18685621457625e-05,0.000100698875468476,0.000100698875468476,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_transition,2,1,1,0,0,0,0.00832555234913567,0.00938666417456654,0.00938666417456654,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.00246140886194715,0.00524399444616898,0.00524399444616898,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_transition,2,1,1,0,0,0,0.00194859155879603,0.00265611514607047,0.00265611514607047,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.000594001827486513,0.00136122911118873,0.00136122911118873,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_transition,2,1,1,0,0,0,2.79484385262708e-05,3.47540878143761e-05,3.47540878143761e-05,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,5.25943980234151e-06,7.83508695267569e-06,7.83508695267569e-06,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_transition,2,1,1,0,0,0,0.000102220312800404,0.000162809100866652,0.000162809100866652,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,5.29530797120333e-05,9.6421496438904e-05,9.6421496438904e-05,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_transition,2,0,1,0,1,0,0.0349783569113565,0.0386205683438261,0.0386205683438261,1,1,1
combined_int14,gap_bin_reliable,4,1,1,0,0,0,0.0100277483797351,0.0186392175965734,0.0186392175965734,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_transition,2,1,1,0,0,0,0.000102182295387908,0.000162962300507142,0.000162962300507142,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,6.35160713315511e-05,9.64593675506197e-05,9.64593675506197e-05,1,1,1
