quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,1,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_transition,5,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,1,1,1,0,0,0,0.00480888920560851,0.00480888920560851,0.00480888920560851,1,1,1
float32_all,gap_bin_transition,5,1,1,0,0,0,0.000122350562198401,0.000298154623723765,0.000298154623723765,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,6.28623501283197e-05,0.000131548209186144,0.000131548209186144,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,1,1,1,0,0,0,0.136896097646837,0.136896097646837,0.136896097646837,1,1,1
combined_int16,gap_bin_transition,5,0.6,1,0,0.4,0,0.00834713995695907,0.0160871472261468,0.0160871472261468,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.000740680161392108,0.00211162791606802,0.00211162791606802,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,1,1,1,0,0,0,0.0290313355537643,0.0290313355537643,0.0290313355537643,1,1,1
combined_int18,gap_bin_transition,5,1,1,0,0,0,0.0015644105245095,0.00334076160720636,0.00334076160720636,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.0005079775247593,0.00115820939278853,0.00115820939278853,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,1,1,1,0,0,0,0.000382750621124751,0.000382750621124751,0.000382750621124751,1,1,1
combined_int24,gap_bin_transition,5,1,1,0,0,0,2.58451131172393e-05,5.76968042074611e-05,5.76968042074611e-05,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,8.91520135291775e-06,1.78696470867335e-05,1.78696470867335e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,1,1,1,0,0,0,0.000386462010626133,0.000386462010626133,0.000386462010626133,1,1,1
mixed_Z16_G24_Rz24,gap_bin_transition,5,1,1,0,0,0,0.000133239575981479,0.000394563044605264,0.000394563044605264,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,4.36663828151539e-05,5.98077780059495e-05,5.98077780059495e-05,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,1,1,1,0,0,0,0.726334124486694,0.726334124486694,0.726334124486694,1,1,1
combined_int14,gap_bin_transition,5,0.2,0.6,0.04,0.8,0,0.0401393854827802,0.0590074450539864,0.0590074450539864,1,1,1
combined_int14,gap_bin_reliable,4,1,1,0,0,0,0.0108231024318302,0.0124289306580333,0.0124289306580333,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,1,1,1,0,0,0,0.000385970466286963,0.000385970466286963,0.000385970466286963,1,1,1
W_int18_G24_Z16,gap_bin_transition,5,1,1,0,0,0,0.000118282615253188,0.000394566248115955,0.000394566248115955,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,7.15042598162717e-05,9.85208032305642e-05,9.85208032305642e-05,1,1,1
