quant_mode,gap_bin,num_trials,top1_preservation_rate,topK_set_preservation_rate,topK_miss_rate,argmax_changed_rate,score_gap_sign_flip_rate,mean_score_gap_rel_error,p95_score_gap_rel_error,max_score_gap_rel_error,same_policy_rate,same_confidence_rate,same_boundary_rate
double_baseline,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
double_baseline,gap_bin_weak,2,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_transition,4,1,1,0,0,0,0,0,0,1,1,1
double_baseline,gap_bin_reliable,4,1,1,0,0,0,0,0,0,1,1,1
float32_all,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
float32_all,gap_bin_weak,2,1,1,0,0,0,0.00945273561168586,0.0115603266838938,0.0115603266838938,1,1,1
float32_all,gap_bin_transition,4,1,1,0,0,0,0.000214767737405386,0.000446195051961499,0.000446195051961499,1,1,1
float32_all,gap_bin_reliable,4,1,1,0,0,0,1.81885969298585e-05,3.48120365635151e-05,3.48120365635151e-05,1,1,1
combined_int16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int16,gap_bin_weak,2,0.5,1,0,0.5,0,0.0389608480414444,0.0535858820665728,0.0535858820665728,1,1,1
combined_int16,gap_bin_transition,4,1,1,0,0,0,0.0149866644661355,0.0249185294286939,0.0249185294286939,1,1,1
combined_int16,gap_bin_reliable,4,1,1,0,0,0,0.00344415458032724,0.00750954319803711,0.00750954319803711,1,1,1
combined_int18,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int18,gap_bin_weak,2,1,1,0,0,0,0.0183320838104709,0.0243661134179201,0.0243661134179201,1,1,1
combined_int18,gap_bin_transition,4,1,1,0,0,0,0.00424802407318671,0.00656051226522131,0.00656051226522131,1,1,1
combined_int18,gap_bin_reliable,4,1,1,0,0,0,0.000553500002642999,0.00103524778272776,0.00103524778272776,1,1,1
combined_int24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int24,gap_bin_weak,2,1,1,0,0,0,0.000219638492539732,0.000398629305963694,0.000398629305963694,1,1,1
combined_int24,gap_bin_transition,4,1,1,0,0,0,8.69713753276256e-05,0.000178595915927553,0.000178595915927553,1,1,1
combined_int24,gap_bin_reliable,4,1,1,0,0,0,1.31968374470904e-05,2.2532526427903e-05,2.2532526427903e-05,1,1,1
mixed_Z16_G24_Rz24,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mixed_Z16_G24_Rz24,gap_bin_weak,2,1,1,0,0,0,0.000769213926997042,0.000985432483504114,0.000985432483504114,1,1,1
mixed_Z16_G24_Rz24,gap_bin_transition,4,1,1,0,0,0,0.000157268004752574,0.000290527604835764,0.000290527604835764,1,1,1
mixed_Z16_G24_Rz24,gap_bin_reliable,4,1,1,0,0,0,4.01873355749585e-05,0.000118803742895979,0.000118803742895979,1,1,1
combined_int14,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
combined_int14,gap_bin_weak,2,0.5,1,0,0.5,0,0.0389986365178017,0.0536937534218944,0.0536937534218944,1,1,1
combined_int14,gap_bin_transition,4,1,1,0,0,0,0.0847883500487112,0.129365968734535,0.129365968734535,1,1,1
combined_int14,gap_bin_reliable,4,1,1,0,0,0,0.0118127522588745,0.0182341028322615,0.0182341028322615,1,1,1
W_int18_G24_Z16,gap_bin_very_weak,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W_int18_G24_Z16,gap_bin_weak,2,1,1,0,0,0,0.000768874377815697,0.000985027132621239,0.000985027132621239,1,1,1
W_int18_G24_Z16,gap_bin_transition,4,1,1,0,0,0,0.000292724129467186,0.000595838517185891,0.000595838517185891,1,1,1
W_int18_G24_Z16,gap_bin_reliable,4,1,1,0,0,0,4.30463329567289e-05,0.000119812288215972,0.000119812288215972,1,1,1
